"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Lower middle income","LMC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","9.02760888656442","10.1608886684802","14.0686721349135","16.9940782012212","21.2933349548337","26.5499528964573","29.9747224950727","37.4406405760557","45.2968395067517","55.1570264794361","68.8899384383842","60.6302417464026","59.8171722197137","60.9187377718343","66.2684192718666","68.5964536083501","65.5025394951756","63.9623498372677","64.660707238209","63.620842935074","63.9223197313431","64.6191056379622","64.1924470967064","66.8666356531516","69.4228582344584","69.8283793531221","70.1980626520583","69.5316183025194","73.4860359098829","76.5043000321012","77.5658825678286","79.2938699081139","78.7391590447043","77.9288697989319","80.2210631728368","80.9166522345715","83.2784394744159","83.3985017791756","84.6117974044181","86.0537983557851","82.2571321571494","81.1848246866484","85.7766351679505","84.8657926027288","",
"Low & middle income","LMY","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","10.6653789792817","12.7411363515161","15.2389656610362","30.6787026794364","37.3888158259793","42.295184232322","45.6649962627602","50.5830239168644","60.7465236508952","66.2414357871506","74.5998665756685","69.9422118686269","68.400042723154","68.1272936299221","70.3655088425233","70.8944070006133","69.7275866928353","69.0561835463924","69.3828881533303","68.9903818818175","69.7881788383711","70.283857650008","69.9622500917763","71.6999339264572","73.952085340873","74.8756236019494","76.2570753129941","76.3619173542721","79.3450266591162","81.4997223001971","82.0230867289575","83.1658855573158","82.959511596133","82.4887993115253","83.3762683794738","83.5591766535739","84.8139349972115","84.9456034488414","85.7685014969787","85.9856096479239","82.6469746628972","80.5374405103439","83.6850256180646","82.9929920056132","",
"Lesotho","LSO","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","56","56","61","66","74","82","81","79","80","81","82","84","85","86","87","88","87","87","88","88","83","78","84","90","90","89","89","88","88","91","93","96","95","93","88","83","87","87","87","87","87","87","87","87","",
"Late-demographic dividend","LTE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","12.4255433047551","13.8057826409493","15.5786270477417","54.8871062187729","66.614704534158","72.8802371250118","72.516250784134","72.6684614137989","88.2073862850307","89.5505452889747","92.4926351976066","91.466681233622","87.2294105099198","86.0667111839096","85.1494400329898","82.8777174728831","84.3530797622714","85.264289998207","86.6510462074724","87.7546857754541","88.7390512099692","89.4092609991725","88.562057428337","90.1217233392797","90.5290995702178","90.9784294199166","94.3996822335078","94.3039986675394","96.8015659361319","98.0742981993394","97.7885840803479","97.864338615654","97.7499955411803","96.08150873074","97.4542806561693","97.9543302605084","96.9970973733196","96.4517640650233","95.861156135712","94.8526735645419","94.9993916654056","92.2815743159015","92.8685823369838","91.7230438545872","",
"Lithuania","LTU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","83","83","90","91","90","93","93","94","95","95","94","94","94","94","95","96","98","95","92","93","93","93","93","94","94","92","92","91","90","90","90","",
"Luxembourg","LUX","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","75","68","77","86","95","90","90","90","91","93","94","95","97","98","98","98","98","99","99","99","98","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","",
"Latvia","LVA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","80","97","98","93","92","94","95","96","97","97","98","99","99","96","94","94","94","92","92","91","94","92","94","98","98","96","99","99","94","95","98","",
"Macao SAR, China","MAC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","32","41","45","51","63","85","82","80","81","81","87","86","87","90","95","94","93","91","95","96","94","91","97","98","97","95","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","",
"Monaco","MCO","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","98","98","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","",
"Moldova","MDA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","70","86","96","97","97","97","97","95","97","97","98","98","98","97","92","90","85","90","93","92","90","90","87","89","88","93","91","86","87","88","87","",
"Madagascar","MDG","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","15","23","19","23","30","35","42","45","46","53","65","66","66","57","49","49","52","55","57","60","62","66","78","85","85","84","77","77","70","73","68","70","68","62","68","65","74","70","68","57","57","65","",
"Maldives","MDV","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","4","1","1","13","24","28","42","42","86","91","94","98","98","90","96","94","97","97","97","97","98","98","98","98","96","98","98","98","98","98","96","96","99","99","99","99","99","99","99","98","99","96","99","99","",
"Middle East & North Africa","MEA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","27.0466154956367","28.0990919748737","35.0147903342831","36.4635568289915","44.2353738591843","62.0961323322889","68.3951449889557","70.0810625475852","81.4941429622427","84.7271940452987","87.7323205947968","81.1463421204123","84.2468348602434","85.1922510143834","82.9537025955903","85.9347298041133","86.9245068457137","85.7912693960372","88.60559167203","89.7033711653465","90.8701582323024","90.872485936603","89.3046585692519","88.7969853109068","89.8778261816255","89.4659947345402","89.7822176423052","89.8661472298062","90.9645520646445","92.0206698555905","91.5891197447386","90.8919112402127","87.9827897071615","89.2576873027397","88.7988048385921","87.435713678629","88.2355059226062","89.0069199887182","88.5962237686425","88.6084003399892","85.36834391847","85.6072240587695","87.4483686948862","86.7942267420691","",
"Mexico","MEX","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","44","43","40","41","52","40","51","62","60","65","53","88","90","82","91","91","95","95","96","96","97","97","97","98","98","98","98","98","96","95","95","97","99","83","87","87","93","85","88","82","72","78","83","85","",
"Marshall Islands","MHL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","92","92","71","82","56","67","70","78","78","86","66","39","48","80","68","64","77","74","93","95","96","94","87","80","79","78","85","71","80","81","79","82","86","86","85","",
"Middle income","MIC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","11.2260323541763","12.6699460461855","15.32491353059","32.1566460381525","39.3763678283518","44.5316454812391","47.6865100019473","52.4747450538581","63.231962610319","68.4626128525165","76.997313217631","72.9843260283573","71.4914354930814","70.9834586882869","73.5136879211507","73.9679700823684","72.7832318165163","72.2766254633606","73.0260786418692","72.5705641437893","72.9443787898426","73.4292597424124","72.7963161997811","74.2658448927659","76.2248823399766","76.6031076035605","77.9838339382389","77.7221026429805","81.0542944839312","83.2529668482082","83.8827623458927","84.9322181789465","84.8938658088521","84.5353315176589","85.3974555938961","85.671375126858","87.0175984744537","87.0419606336639","88.078936955124","88.2415938461256","84.7565998845056","83.2464472453872","87.6497059764995","86.7554579020481","",
"North Macedonia","MKD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","88","95","93","97","94","95","95","91","96","96","94","97","93","95","95","96","95","96","95","98","95","91","95","91","92","92","84","81","84","86","",
"Mali","MLI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","8","8","8","18","26","42","34","38","46","39","49","53","52","52","40","43","49","61","63","69","77","78","74","74","73","73","66","65","64","66","71","76","77","77","77","70","77","77","77","",
"Malta","MLT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","50","37","86","87","87","47","63","86","82","83","88","92","92","92","92","93","94","95","95","94","89","92","85","74","72","73","76","96","99","99","99","97","97","98","97","98","98","99","98","98","",
"Myanmar","MMR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","4","5","9","11","12","16","20","23","28","50","88","66","71","73","77","84","88","90","90","75","82","73","79","78","82","73","82","86","85","90","90","84","84","75","88","89","90","89","91","90","84","37","71","76","",
"Middle East & North Africa (excluding high income)","MNA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","25.40669043604","25.7266897848923","32.7421008039959","33.9559131335569","41.7416630018265","60.6261585222444","66.8745444970574","68.4582030118565","80.8093148076598","83.9056205378653","87.4791478182988","80.2774317365826","83.5627659651662","84.3529196939407","81.8095619711121","84.946389530082","86.2171896417274","84.9954722004063","88.0118560563542","89.315396333408","90.4397451930312","90.3106428841907","88.7376048660303","88.1273558841782","89.2232507362599","88.7975832053742","89.1348730898179","89.2270294574966","90.3340624334763","91.4621000073909","90.9922618828246","90.2182400846941","86.9949659089698","88.3366210406198","87.8764127566833","86.3066417790742","87.2036554548049","88.0022031067292","87.6787744610181","87.6726488950853","84.2428152384261","84.2940279170988","86.2871287987277","85.6142026105036","",
"Montenegro","MNE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","92","95","92","94","95","94","94","91","89","89","87","86","85","84","83","80","81","",
"Mongolia","MNG","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","76","78","79","79","77","80","81","80","82","84","84","81","64","79","78","88","90","92","94","94","94","95","98","98","99","99","99","95","96","95","96","99","99","98","99","99","99","99","99","98","96","95","95","96","",
"Northern Mariana Islands","MNP","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","56","43","38","32","29","32","39","38","47","46","46","50","49","55","57","60","62","65","68","70","73","76","85","83","80","78","75","75","74","74","77","80","82","85","85","85","85","85","85","71","56","55","70","",
"Mauritania","MRT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","18","20","20","21","27","32","30","28","28","33","29","39","44","50","55","50","28","16","53","51","75","89","76","70","71","68","75","74","64","64","75","80","80","81","73","74","76","77","80","81","77","85","90","",
"Mauritius","MUS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","89","82","94","89","85","88","86","84","86","85","85","91","88","88","89","93","89","90","89","85","88","92","88","99","98","97","97","97","99","99","99","98","98","98","97","97","96","94","97","96","93","92","95","96","",
"Malawi","MWI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","58","66","64","63","58","55","57","78","82","87","87","87","87","91","82","89","90","95","96","85","75","90","64","84","89","93","99","87","91","93","93","97","96","89","91","88","84","88","92","95","94","93","86","91","",
"Malaysia","MYS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","67","66","73","58","54","57","62","69","68","84","90","92","94","91","95","98","97","98","97","97","98","96","94","96","95","96","95","97","97","97","96","96","97","97","97","99","98","99","99","98","98","95","97","97","",
"North America","NAC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","87.0456466393197","87.1757224049412","87.2293784672634","88.1793515278245","88.1794266678562","87.263013859368","88.2585592138621","95.9211970035062","96.0138482531225","93.3787623487008","89.8205468374989","86.1817606184316","83.5477332601018","88.1832721228203","93.9086354406206","94.2682374399187","94.5399493101644","95.0882833288294","95.4694715987692","95.4872706192379","93.5817463380611","93.5923395544551","93.5234350478878","95.6043152125289","95.6030964122126","95.7610768185097","95.9202994151564","95.8410441807205","95.6787293054931","94.6700259594656","94.4911343522125","95.2197313137567","93.7361638990306","93.7342896854463","94.6440244519192","94.6448623326597","94.6459103445804","93.7336204917781","93.7318327683196","93.7297730655333","92.9095651746742","93.8170576160674","93.8145267543237","93.8181059514072","",
"Namibia","NAM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","70","73","79","74","70","66","74","72","79","78","77","79","81","86","86","86","83","83","83","82","84","89","88","92","85","88","89","87","93","94","84","83","",
"New Caledonia","NCL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","6","6","5","5","4","5","7","9","13","22","19","20","20","20","23","23","25","29","32","34","36","39","41","43","45","51","57","67","71","70","75","71","73","81","84","80","85","79","81","81","82","84","85","",
"Nigeria","NGA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","9","16","22","29","36","47","56","39","43","29","44","34","26","21","32","31","29","27","25","29","33","36","40","42","53","63","54","48","42","43","43","42","53","55","61","66","62","62","62","62","",
"Nicaragua","NIC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","16","23","27","24","33","39","45","51","47","68","70","75","81","81","81","80","80","80","73","79","83","87","85","86","79","86","88","93","97","98","98","98","98","98","98","98","98","98","98","98","92","87","92","89","",
"Netherlands","NLD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","96","96","97","97","97","97","97","97","97","97","97","97","98","97","97","97","97","97","97","97","97","97","97","98","98","96","96","97","97","97","97","97","97","97","96","95","95","94","93","94","94","95","93","92","",
"Norway","NOR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","90","90","85","83","80","83","83","86","96","98","94","93","97","97","95","93","92","90","91","93","92","92","91","94","93","94","94","93","94","95","94","93","95","96","96","96","97","97","97","97","96","",
"Nepal","NPL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","8","16","18","23","27","32","38","46","45","44","43","46","49","51","54","54","65","78","71","65","74","72","72","78","80","75","89","82","82","89","82","92","90","92","92","91","87","90","91","93","84","91","90","94","",
"Nauru","NRU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","67","67","61","55","67","75","74","70","67","63","60","56","53","50","72","64","44","95","80","80","80","80","72","99","99","99","99","99","79","87","95","91","97","87","90","96","95","98","99","99","",
"New Zealand","NZL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","76","72","73","73","83","72","70","67","69","80","90","81","81","83","84","89","88","86","81","88","90","90","90","90","89","89","89","88","89","92","93","95","93","92","93","92","92","94","93","92","92","90","89","88","",
"OECD members","OED","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","53.4777986752436","65.2980707584787","66.1867959540444","67.9640433259848","74.4229136503322","71.3770575463596","73.3300255366663","79.343861687337","80.1317755706233","82.0180750812748","82.9836957149186","86.7279524790868","86.5335552101764","85.8595699350512","90.3536731078193","88.9064562902772","91.5932630489494","89.7585029041584","89.6678189809789","91.1478874562131","91.8053014808225","93.3929958731733","92.7900274825678","93.6267176276981","94.6125019579865","95.3415561588661","95.7289036613289","96.0572723208307","95.7073917942927","95.1828579481515","95.1479380667742","95.6779706694759","95.848091099243","93.4919483346441","94.049179549596","94.0436170874811","94.9809536831102","93.44953595706","93.9736592004501","93.2955227880907","90.9755230262302","91.7605367515002","92.750150093821","93.0777321487674","",
"Oman","OMN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","18","19","24","31","45","60","82","89","90","98","98","95","99","97","97","99","99","99","99","99","99","99","99","99","99","99","98","99","99","98","99","99","98","98","99","99","99","99","99","99","99","99","99","99","",
"Other small states","OSS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","57.9220322701689","69.6103273170789","75.8312923131018","80.2985825655563","85.4679954378547","89.965443716174","81.8865003703566","72.1606768587356","80.5095328219454","82.9161037386992","82.8529843568066","81.3613072668904","79.3889118841041","80.7235191895788","80.1913129566548","83.5840341528301","84.6071067091785","82.3942236737658","83.7743170995219","83.0680111375187","83.5898719922092","85.2209251329474","88.3206721708204","90.7223276933037","89.8620220610747","88.9878542510122","89.226882442239","91.8388189791599","92.0795040931369","90.653414183561","89.7360467596553","88.0649645439989","89.4657521307442","90.4821593925551","90.1093504240512","86.7658527554541","84.487018290721","87.586880321622","87.1258278299316","",
"Pakistan","PAK","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","2","3","5","15","23","30","34","36","38","40","54","50","42","37","39","58","46","52","54","57","59","61","63","66","68","63","59","54","53","52","52","63","64","65","69","72","75","75","80","84","80","83","85","86","",
"Panama","PAN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","47","78","60","60","59","73","70","72","75","70","86","82","77","83","83","86","91","95","98","92","98","99","99","98","95","92","88","85","86","85","94","87","85","80","80","73","86","81","88","88","74","87","82","66","",
"Peru","PER","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","16","20","23","23","28","48","50","43","60","58","72","71","83","87","87","90","94","90","94","99","98","90","95","94","86","77","94","93","93","93","93","91","95","88","88","90","90","89","89","88","72","82","82","84","",
"Philippines","PHL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","47","54","54","55","57","59","66","72","79","86","88","90","80","76","73","70","75","81","81","80","78","79","79","84","88","89","88","87","87","88","88","89","89","84","79","74","84","84","84","84","83","69","84","89","",
"Palau","PLW","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","98","81","99","78","99","98","93","89","67","99","98","91","96","96","96","98","99","99","98","98","98","94","92","49","69","84","89","99","95","90","98","97","95","97","96","95","94","97","",
"Papua New Guinea","PNG","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","32","32","29","27","34","40","44","44","48","53","68","68","58","58","61","62","56","45","60","60","59","55","61","68","62","72","70","66","56","64","55","58","57","60","52","49","46","36","35","35","40","32","37","35","",
"Poland","POL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","96","96","95","95","95","94","95","96","96","96","96","95","95","95","96","96","97","98","98","98","98","98","99","99","99","99","99","99","99","99","99","99","99","99","98","98","98","96","95","95","94","94","94","94","",
"Pre-demographic dividend","PRE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","6.11806001445511","10.8433837150273","11.4388166074311","13.1227904896478","22.4850924620901","28.7284307152512","33.5087088093005","40.1829462866382","44.7179058729725","50.1768359957638","54.1917641089593","47.6672209217187","49.3104238875522","46.8301181243658","49.4876336528963","48.0599496721323","46.0400909835429","44.4913048606717","46.7632117450657","47.9004161105657","50.4360133692696","51.2311085152714","52.5177037932335","55.7042055259474","59.391679942242","62.0441368784596","63.7016928586995","65.1873034575989","68.8805466348788","72.4438196844863","70.2522452110364","70.2229009939942","69.1022526489837","68.2373494786343","69.2979604557656","68.9318289312536","71.9498417354337","72.4522079658932","74.6857669561887","75.8440603489292","72.6420691585888","71.0220134507306","71.0273592403704","71.3342281795044","",
"Puerto Rico","PRI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","50","52","51","52","67","55","61","86","87","97","98","97","90","90","77","64","50","37","43","50","56","62","64","68","72","79","89","92","92","93","93","94","96","93","93","96","96","97","97","97","97","41","0","16","",
"Portugal","PRT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","73","75","78","79","78","72","81","83","81","88","89","96","94","93","97","93","95","94","97","97","96","97","98","99","95","93","97","97","97","96","98","97","98","98","98","98","98","98","99","99","99","99","99","99","",
"Paraguay","PRY","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","17","28","34","45","67","57","53","58","56","61","67","66","73","66","71","68","72","75","79","82","86","89","87","86","92","96","98","95","89","86","91","92","91","91","93","92","92","91","88","86","79","70","69","71","",
"West Bank and Gaza","PSE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","98","99","97","96","98","89","93","97","97","98","96","96","96","99","96","97","99","99","97","99","99","99","99","99","99","99","98","95","98","88","",
"Pacific island small states","PSS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","48.1873829561607","49.4920985409361","50.7808839078029","59.4182874150011","60.8819864468494","58.5868547859367","60.0586327782647","75.3735813970447","84.4735767030305","83.1138800893811","88.8537701629155","86.3068777876896","87.1474195355787","85.2126445465615","83.4339708317752","84.0093724640395","85.2123610777964","81.8368746803971","82.5449797428219","85.9688869645129","86.1073758552196","84.7110117482027","84.8309270450548","86.6278871499535","85.0089709854189","86.5037720685454","87.9966868374748","88.4646075742346","85.3240137684338","88.1645181502987","88.7246181454314","91.7074524807685","91.4417416667338","89.4263620019904","85.999880383729","88.4081267042932","88.8086107005383","84.8154009441435","84.4530007086721","91.3353020263133","92.1320528211285","86.6400759579959","87.2196004750053","87.0620522725606","",
"Post-demographic dividend","PST","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","56.1989080484351","70.3755873849256","72.9343194992055","74.8200917626239","80.4180303928319","78.6724769765173","81.9187743325446","82.5568239661236","83.1792461183606","85.4481095820879","87.7447580447143","88.1651234676663","87.3269555817563","88.0023847963489","91.1072465145885","91.4061479539156","93.8648305900651","90.6342536856737","90.9454614158445","93.0461205815035","92.6984117411697","94.3983010216249","94.5343784220105","95.1265356139127","95.4325994119379","95.5900442239227","96.0880232504012","95.8227061947164","95.5901811464262","94.2781230123616","93.5795382177737","94.022124566348","94.6762716695846","94.3451640825692","92.1630814139244","92.0766517163543","92.0723983897744","93.0019488634446","93.6920583758658","94.0781033723072","93.473595573131","93.8814805559178","93.6725886052199","93.9242345214518","",
"French Polynesia","PYF","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","61","43","37","49","60","71","72","72","69","81","82","86","88","90","91","92","92","92","94","92","80","93","96","92","96","97","96","94","97","99","97","93","92","97","89","99","98","97","98","98","89","98","98","95","",
"Romania","ROU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","95","89","92","96","96","96","98","98","91","98","98","98","97","97","97","99","99","98","97","97","97","97","96","96","95","94","89","91","92","94","89","89","82","86","88","87","86","85","78","",
"Russian Federation","RUS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","79","88","78","84","88","91","95","96","96","97","96","97","98","98","98","98","98","97","97","97","97","97","97","97","97","97","97","97","97","97","97","",
"Rwanda","RWA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","17","38","59","55","50","87","88","80","82","84","91","85","83","23","83","89","73","79","85","90","77","88","96","89","95","99","97","97","97","97","97","98","98","98","98","98","98","97","98","91","88","98","94","",
"South Asia","SAS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","5.47300699476271","5.79705289801675","10.6382766272942","13.3313503697685","15.9149445229664","18.4121822408853","20.6827504001694","29.1917908389981","37.7343511222901","48.7020875366834","66.929087765429","57.4117801920902","54.8178912403434","58.4470329854361","63.8032181497612","67.905863474711","63.8740314997572","62.0875216961415","61.3375022340182","60.5284609076825","60.3931053939711","61.8407037779714","61.9592834585864","64.3957917667089","67.4885572607927","67.761719967674","67.501953777628","66.0224727509644","70.1979858592081","72.8569371929251","75.8889589895842","80.0161744318854","79.8181598074712","80.7619881519754","82.8339829083026","84.7694168349218","85.9125936930592","86.5831254368876","88.2517540703367","89.5536130225299","84.4891246888579","84.9033928237987","90.6527415551149","89.6684504426487","",
"Saudi Arabia","SAU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","41","53","62","67","76","81","86","89","89","96","92","91","91","94","95","96","93","92","94","93","95","97","95","95","96","96","96","96","98","98","98","98","98","98","98","98","98","98","96","96","95","97","98","97","",
"Sudan","SDN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","1","1","2","3","4","8","14","27","40","60","62","62","53","51","46","48","56","55","46","55","62","66","60","69","74","78","78","84","86","81","90","93","92","93","94","93","93","95","93","93","90","84","68","51","",
"Senegal","SEN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","54","57","59","47","51","51","59","58","57","80","70","59","59","60","52","52","60","73","87","84","89","94","88","86","89","92","91","92","89","89","93","93","92","96","95","90","93","83","",
